PopSize,MutRate,EliteCount,MinObjective,AvgObjective,StdObjective,SuccessRate,AvgRuntime,NumTests,Rank
200.0000,0.1500,20.0000,143.0850,144.7260,1.4925,1.0000,30.0598,5.0000,1.0000
300.0000,0.2500,10.0000,143.1600,144.8340,1.6713,1.0000,30.0613,5.0000,2.0000
50.0000,0.2500,20.0000,143.1600,144.8960,2.1489,1.0000,30.0368,5.0000,3.0000
300.0000,0.2000,15.0000,144.4900,144.9260,0.7433,1.0000,30.0578,5.0000,4.0000
100.0000,0.0500,20.0000,143.0850,144.9810,2.8175,1.0000,131.5186,5.0000,5.0000
300.0000,0.1000,10.0000,143.4050,145.0520,1.2582,1.0000,30.0630,5.0000,6.0000
300.0000,0.1000,5.0000,144.4900,145.0800,0.7391,1.0000,30.0616,5.0000,7.0000
200.0000,0.0500,15.0000,143.4050,145.1110,1.5588,1.0000,30.0469,5.0000,8.0000
100.0000,0.2500,15.0000,143.2800,145.1580,1.3058,1.0000,30.0362,5.0000,9.0000
200.0000,0.2000,20.0000,143.1600,145.2420,1.6590,1.0000,30.0610,5.0000,10.0000
100.0000,0.0500,5.0000,143.1600,145.2840,2.4816,1.0000,30.0327,5.0000,11.0000
300.0000,0.1500,10.0000,143.0850,145.3230,1.8652,1.0000,30.0722,5.0000,12.0000
300.0000,0.0500,20.0000,143.1600,145.3400,2.3341,1.0000,30.0559,5.0000,13.0000
300.0000,0.1000,15.0000,143.4050,145.4160,2.1253,1.0000,30.0562,5.0000,14.0000
100.0000,0.1000,10.0000,144.6950,145.4630,0.8361,1.0000,30.0385,5.0000,15.0000
200.0000,0.1500,15.0000,144.4400,145.4730,0.8457,1.0000,30.0547,5.0000,16.0000
100.0000,0.1500,20.0000,144.4400,145.4790,1.3386,1.0000,30.0360,5.0000,17.0000
50.0000,0.2500,5.0000,143.0850,145.4840,2.7506,1.0000,30.0341,5.0000,18.0000
50.0000,0.2000,5.0000,143.0850,145.5020,2.3264,1.0000,30.0338,5.0000,19.0000
100.0000,0.2500,20.0000,143.4050,145.5570,3.6655,1.0000,30.0391,5.0000,20.0000
150.0000,0.2500,10.0000,144.4900,145.5640,1.0564,1.0000,30.0480,5.0000,21.0000
150.0000,0.2000,20.0000,143.4050,145.5770,2.9371,1.0000,30.0501,5.0000,22.0000
50.0000,0.2000,15.0000,143.0850,145.5810,2.2388,1.0000,30.0334,5.0000,23.0000
50.0000,0.1500,10.0000,143.9000,145.5990,1.6546,1.0000,30.0343,5.0000,24.0000
150.0000,0.1500,20.0000,143.0850,145.6400,2.7561,1.0000,30.0415,5.0000,25.0000
200.0000,0.0500,5.0000,143.1600,145.6750,1.9554,1.0000,30.0399,5.0000,26.0000
150.0000,0.1500,10.0000,144.4400,145.6870,1.2501,1.0000,30.0438,5.0000,27.0000
150.0000,0.0500,5.0000,144.4400,145.6940,1.3084,1.0000,30.0396,5.0000,28.0000
100.0000,0.1000,5.0000,144.4400,145.7340,1.6499,1.0000,30.0337,5.0000,29.0000
50.0000,0.1000,10.0000,144.5200,145.7450,1.2719,1.0000,30.0345,5.0000,30.0000
300.0000,0.2500,15.0000,143.9000,145.8140,2.0788,1.0000,30.0634,5.0000,31.0000
200.0000,0.2500,15.0000,144.8100,145.8480,0.7682,1.0000,30.0513,5.0000,32.0000
200.0000,0.2500,10.0000,144.4900,145.8550,1.5818,1.0000,30.0572,5.0000,33.0000
100.0000,0.2000,10.0000,143.1600,145.8830,2.7244,1.0000,30.0373,5.0000,34.0000
300.0000,0.1500,5.0000,143.1600,145.8920,2.2959,1.0000,30.0649,5.0000,35.0000
150.0000,0.2000,15.0000,144.4400,145.8940,2.1104,1.0000,30.0470,5.0000,36.0000
300.0000,0.0500,10.0000,144.4400,145.9050,1.9191,1.0000,30.0657,5.0000,37.0000
200.0000,0.1500,10.0000,144.4400,145.9450,1.9245,1.0000,30.0471,5.0000,38.0000
200.0000,0.0500,10.0000,143.4050,145.9510,1.9193,1.0000,30.0493,5.0000,39.0000
200.0000,0.2500,5.0000,145.2550,145.9540,0.7683,1.0000,30.0584,5.0000,40.0000
200.0000,0.0500,20.0000,144.4400,145.9740,1.1363,1.0000,30.0467,5.0000,41.0000
300.0000,0.2000,20.0000,144.0100,146.0040,1.7263,1.0000,30.0619,5.0000,42.0000
150.0000,0.2500,5.0000,144.3050,146.0450,2.9854,1.0000,30.0542,5.0000,43.0000
150.0000,0.2500,15.0000,143.8850,146.0450,1.7502,1.0000,30.0492,5.0000,44.0000
100.0000,0.2500,10.0000,144.4400,146.0770,1.8915,1.0000,30.0376,5.0000,45.0000
50.0000,0.0500,20.0000,143.2950,146.1300,2.0424,1.0000,30.0297,5.0000,46.0000
200.0000,0.2000,10.0000,143.0850,146.1680,1.9747,1.0000,30.0512,5.0000,47.0000
200.0000,0.1000,10.0000,143.4050,146.1770,3.6064,1.0000,30.0433,5.0000,48.0000
200.0000,0.1500,5.0000,143.4050,146.1860,3.1248,1.0000,30.0462,5.0000,49.0000
100.0000,0.2500,5.0000,144.4900,146.1890,1.6289,1.0000,30.0371,5.0000,50.0000
150.0000,0.1500,15.0000,143.6350,146.2150,1.9020,1.0000,30.0443,5.0000,51.0000
200.0000,0.1000,5.0000,143.1600,146.3110,2.3072,1.0000,30.0558,5.0000,52.0000
300.0000,0.0500,15.0000,143.6350,146.3400,2.0777,1.0000,30.0569,5.0000,53.0000
50.0000,0.1000,5.0000,143.0850,146.3440,3.1005,1.0000,30.0322,5.0000,54.0000
150.0000,0.1500,5.0000,143.2800,146.3930,2.4379,1.0000,30.0455,5.0000,55.0000
100.0000,0.2000,20.0000,144.4900,146.4250,1.6297,1.0000,30.0362,5.0000,56.0000
50.0000,0.1500,15.0000,144.4900,146.4770,1.5624,1.0000,30.0343,5.0000,57.0000
100.0000,0.2000,5.0000,145.7000,146.4900,1.0727,1.0000,30.0380,5.0000,58.0000
100.0000,0.1500,5.0000,143.0850,146.4900,3.0415,1.0000,30.0381,5.0000,59.0000
50.0000,0.1500,5.0000,144.4900,146.5060,1.6393,1.0000,30.0342,5.0000,60.0000
200.0000,0.2500,20.0000,143.6350,146.5570,2.3598,1.0000,30.0609,5.0000,61.0000
50.0000,0.0500,15.0000,143.8850,146.6070,2.4149,1.0000,30.0320,5.0000,62.0000
150.0000,0.2000,10.0000,144.5700,146.6530,2.1885,1.0000,30.0440,5.0000,63.0000
300.0000,0.2500,5.0000,144.4900,146.6930,3.0799,1.0000,30.0684,5.0000,64.0000
300.0000,0.1500,20.0000,143.2800,146.7280,2.3624,1.0000,30.0598,5.0000,65.0000
200.0000,0.2000,15.0000,144.6600,146.7290,1.9038,1.0000,30.0511,5.0000,66.0000
150.0000,0.0500,10.0000,146.2700,146.7330,0.4703,1.0000,30.0360,5.0000,67.0000
150.0000,0.1000,5.0000,143.0850,146.7870,2.5872,1.0000,30.0366,5.0000,68.0000
150.0000,0.1000,20.0000,143.0850,146.7950,3.4354,1.0000,30.0358,5.0000,69.0000
50.0000,0.1000,15.0000,143.0850,146.8460,2.5599,1.0000,30.0313,5.0000,70.0000
300.0000,0.2000,10.0000,144.5200,146.8560,1.5448,1.0000,30.0622,5.0000,71.0000
100.0000,0.1500,10.0000,143.4050,146.8630,3.4778,1.0000,30.0345,5.0000,72.0000
50.0000,0.2000,10.0000,144.0100,146.8670,2.9213,1.0000,30.0344,5.0000,73.0000
100.0000,0.1500,15.0000,143.0850,146.9040,2.3287,1.0000,30.0369,5.0000,74.0000
300.0000,0.1000,20.0000,144.4900,146.9960,1.7731,1.0000,30.0530,5.0000,75.0000
50.0000,0.2500,15.0000,144.5200,147.0190,2.8157,1.0000,30.0319,5.0000,76.0000
150.0000,0.0500,15.0000,143.4050,147.0440,2.4196,1.0000,30.0407,5.0000,77.0000
300.0000,0.2500,20.0000,143.0850,147.0940,2.6876,1.0000,30.0668,5.0000,78.0000
150.0000,0.2000,5.0000,144.5200,147.1180,2.2199,1.0000,30.0477,5.0000,79.0000
150.0000,0.0500,20.0000,143.4050,147.1420,2.5730,1.0000,30.0409,5.0000,80.0000
50.0000,0.0500,10.0000,144.4400,147.1830,3.9711,1.0000,30.0339,5.0000,81.0000
300.0000,0.0500,5.0000,145.1100,147.2620,1.4960,1.0000,30.0564,5.0000,82.0000
100.0000,0.2000,15.0000,143.4050,147.3610,3.1902,1.0000,30.0355,5.0000,83.0000
50.0000,0.0500,5.0000,144.6600,147.3810,1.9404,1.0000,30.0343,5.0000,84.0000
200.0000,0.2000,5.0000,144.4400,147.4070,2.8779,1.0000,30.0446,5.0000,85.0000
50.0000,0.2000,20.0000,144.3050,147.4330,2.2655,1.0000,30.0325,5.0000,86.0000
50.0000,0.1000,20.0000,144.4400,147.5350,2.1376,1.0000,30.0317,5.0000,87.0000
150.0000,0.1000,10.0000,146.2250,147.7860,2.0936,1.0000,30.0391,5.0000,88.0000
300.0000,0.1500,15.0000,143.0850,147.9130,2.9504,1.0000,30.0514,5.0000,89.0000
150.0000,0.1000,15.0000,146.2250,147.9290,1.0169,1.0000,30.0366,5.0000,90.0000
50.0000,0.1500,20.0000,145.2550,147.9900,2.7515,1.0000,30.0351,5.0000,91.0000
100.0000,0.1000,20.0000,144.8750,148.0400,2.8075,1.0000,30.0326,5.0000,92.0000
150.0000,0.2500,20.0000,145.5250,148.0510,2.2282,1.0000,30.0520,5.0000,93.0000
300.0000,0.2000,5.0000,144.6950,148.1010,2.2770,1.0000,30.0652,5.0000,94.0000
200.0000,0.1000,20.0000,143.4050,148.1930,3.0362,1.0000,30.0423,5.0000,95.0000
100.0000,0.1000,15.0000,147.6650,148.2020,0.4878,1.0000,30.0385,5.0000,96.0000
50.0000,0.2500,10.0000,143.0850,148.2410,3.6543,1.0000,30.0338,5.0000,97.0000
200.0000,0.1000,15.0000,146.4350,148.3220,1.5366,1.0000,30.0433,5.0000,98.0000
100.0000,0.0500,10.0000,146.4750,148.4790,2.5055,1.0000,30.0357,5.0000,99.0000
100.0000,0.0500,15.0000,147.4100,148.9050,2.0305,1.0000,30.0368,5.0000,100.0000
